customer_id,age,region,tenure_months,gender,email_opt_in,loyalty_points,loyalty_tier_encoded,total_orders,total_spent,avg_order_value,median_order_value,max_order_value,discount_rate_mean,pct_orders_discounted,recency_days,days_since_first_order,orders_last_3m,orders_last_1m,distinct_products,category_diversity,category_share_electronics,category_share_apparel,category_share_grocery,category_share_home,returns_count,returns_rate,complaint_count,satisfaction_score,email_open_rate,email_click_rate,website_sessions_3m,app_sessions_3m,avg_delivery_days,on_time_rate,future_3m_spend,churn_90d
128,18,North,13,M,0,442,1,3,121.74,39.55,41.23,63.76,0.435,0.452,88,380,3,2,3,2,0.355,0.148,0.38,0.116,1,0.333,1,8.9,,,1,0,2.26,0.874,31.23,0
129,58,South,26,F,0,0,0,0,0.0,47.83,56.32,99.25,0.264,0.25,155,772,0,0,3,1,0.362,0.256,0.218,0.164,2,1.0,1,8.13,,,0,1,1.09,0.871,0.0,1
130,46,West,34,M,0,0,0,0,0.0,,48.72,100.4,0.378,0.534,188,1034,0,0,0,1,0.487,0.285,0.188,0.04,2,1.0,2,4.24,,,0,1,3.11,0.68,0.0,1
131,49,South,19,M,1,36,0,1,16.35,15.7,14.82,84.26,0.6,0.649,148,581,1,1,7,1,0.292,0.454,0.251,0.003,1,1.0,0,8.96,0.621,0.208,1,3,2.39,0.97,0.0,1
132,51,East,21,F,1,0,1,0,0.0,71.07,56.17,121.03,0.535,0.642,141,615,0,0,2,1,0.272,0.372,0.105,0.25,2,1.0,0,7.1,0.436,0.075,0,3,2.46,0.767,0.0,0
133,38,East,58,M,1,444,0,4,148.89,35.29,35.83,39.37,0.345,0.49,92,1736,4,0,7,1,0.187,0.236,0.301,0.276,1,0.25,2,5.58,0.65,0.374,3,2,5.39,0.765,42.42,1
134,41,North,37,F,1,0,1,3,194.92,68.52,56.61,88.24,0.26,0.284,122,1108,1,1,5,1,0.431,0.275,0.254,0.04,1,0.333,0,8.85,0.388,0.145,3,1,3.14,0.887,72.49,0
135,57,East,38,F,1,0,0,0,0.0,70.75,66.33,91.49,0.365,0.411,172,1134,0,0,2,1,0.152,0.457,0.236,0.155,2,1.0,1,5.05,0.332,0.0,4,0,3.62,0.739,,1
136,42,North,6,F,1,0,0,1,68.66,72.03,71.63,102.98,0.513,0.567,171,194,0,0,4,1,0.17,0.397,0.309,0.123,2,1.0,0,6.84,,0.0,3,0,3.25,0.869,0.0,0
137,47,East,16,F,1,81,1,0,0.0,19.48,14.63,85.97,0.433,0.506,81,465,3,1,5,2,0.225,0.272,0.367,0.136,4,1.0,0,6.6,0.663,0.171,0,2,2.96,0.745,0.0,1
138,50,West,25,F,1,0,0,0,0.0,71.22,69.9,105.91,0.6,0.706,159,747,0,0,5,1,0.427,0.259,0.205,0.109,1,1.0,1,6.84,0.256,0.003,4,4,3.29,0.751,0.0,1
139,47,West,12,M,0,192,0,4,209.41,55.48,58.47,96.18,0.276,0.375,113,360,1,0,3,1,0.324,0.269,0.239,0.168,3,0.75,1,6.43,,,0,1,4.77,0.6,25.14,0
140,38,West,43,M,1,146,0,2,59.6,27.98,27.67,63.48,0.351,0.437,127,1296,1,0,7,2,0.291,0.299,0.305,0.105,1,0.5,0,7.78,0.606,0.334,3,6,2.48,0.882,13.8,0
141,39,South,41,M,1,69,1,2,149.7,73.06,74.19,123.84,0.236,0.27,142,1228,1,0,7,1,0.298,0.2,0.228,0.274,2,1.0,3,4.08,0.385,0.069,0,0,5.77,0.669,0.0,0
142,49,East,18,M,0,215,1,3,269.53,96.24,81.29,121.81,0.56,0.61,91,528,1,0,9,1,0.044,0.299,0.271,0.387,2,0.667,3,4.13,,,3,0,3.6,0.561,0.0,0
143,49,East,45,F,0,0,0,0,0.0,5.0,5.0,41.59,0.459,0.447,152,1362,0,0,1,1,0.155,0.341,0.316,0.188,2,1.0,0,,,,2,0,2.34,0.847,0.0,1
144,54,North,24,F,1,310,2,2,124.18,61.96,44.2,98.31,0.238,0.324,99,718,2,1,9,2,0.421,0.288,0.169,0.122,1,0.5,2,8.9,0.486,0.191,2,0,2.36,0.965,49.28,0
145,46,North,55,M,1,19,1,2,156.82,80.93,77.77,119.52,0.327,0.493,135,1652,2,1,3,1,0.15,0.359,0.372,0.118,3,1.0,2,5.19,,0.163,4,0,3.21,0.702,31.36,1
146,47,East,26,M,1,423,1,6,595.29,104.96,119.69,133.65,0.375,0.438,83,772,2,2,3,1,0.464,0.109,0.173,0.253,1,0.167,0,8.53,0.313,0.06,0,1,3.42,0.851,105.92,0
147,34,North,31,F,0,0,0,0,0.0,17.0,24.49,30.3,0.491,0.611,162,927,0,0,6,1,0.396,0.328,0.274,0.002,0,,2,9.4,,,3,2,2.88,0.865,0.0,1
148,33,West,41,M,0,50,0,0,0.0,47.75,36.33,106.41,0.6,0.692,183,1224,0,0,6,1,0.41,0.162,0.413,0.016,0,0.0,1,9.0,,,2,3,2.56,0.861,0.0,1
149,49,South,39,M,0,0,0,0,0.0,53.12,48.78,90.79,0.521,0.544,185,1180,0,0,7,1,0.254,0.172,0.333,0.242,1,1.0,4,,,,6,0,3.48,0.591,0.0,1
150,33,North,30,M,1,224,0,1,82.34,82.85,81.44,145.42,0.289,0.295,105,904,1,1,3,2,0.009,0.291,0.531,0.168,1,,3,4.17,0.533,0.203,0,4,2.36,0.695,0.0,0
151,39,South,22,M,1,12,2,0,0.0,58.87,62.92,108.46,0.326,0.319,31,669,7,1,2,2,0.38,0.342,0.126,0.152,3,1.0,4,1.79,0.677,0.375,4,2,4.95,0.495,0.87,0
152,56,West,30,F,0,21,0,3,185.28,59.06,65.86,109.35,0.261,0.318,139,905,0,0,4,2,0.451,0.234,0.239,0.076,2,0.667,1,6.25,,,0,0,4.05,0.791,22.64,0
153,54,West,14,M,1,0,0,2,104.27,48.35,61.38,110.96,0.438,0.516,184,426,0,0,5,1,0.36,0.166,0.326,0.148,0,0.0,1,8.65,0.407,0.039,0,1,3.45,0.977,12.35,0
154,43,North,26,F,0,0,0,0,0.0,74.61,66.97,166.56,0.271,0.352,168,775,0,0,7,3,0.382,0.224,0.081,0.313,2,1.0,1,4.66,,,1,0,3.56,0.719,0.0,1
155,36,East,11,M,1,188,1,0,0.0,78.04,79.78,144.11,0.458,0.451,54,321,3,2,1,1,0.239,0.253,0.415,0.093,1,1.0,0,8.22,0.427,0.307,0,2,4.58,0.86,13.77,0
156,38,East,3,F,0,0,0,0,0.0,41.52,27.41,99.24,0.444,0.556,100,79,3,1,6,2,0.308,0.502,0.127,0.062,3,1.0,4,,,,0,1,4.65,0.566,0.0,0
157,50,East,25,F,1,103,1,3,283.96,88.99,92.27,134.83,0.222,0.244,87,738,4,1,7,3,0.409,0.204,0.224,0.163,1,0.333,0,8.3,0.332,0.084,0,1,5.67,0.847,109.5,0
158,39,East,39,F,1,0,0,2,184.48,91.57,95.51,156.75,0.6,0.656,137,1174,0,0,4,1,0.213,0.319,0.417,0.051,3,1.0,0,6.87,0.475,0.012,0,1,1.52,0.861,1.16,0
159,33,North,35,F,1,46,0,0,0.0,40.79,40.95,65.86,0.6,0.618,154,1053,0,0,7,1,0.407,0.228,0.259,0.105,3,,1,5.32,0.56,0.126,1,4,4.16,0.67,0.0,1
160,54,South,23,F,1,0,0,4,254.81,58.18,63.4,109.87,0.6,0.591,159,691,0,0,10,2,0.036,0.462,0.235,0.267,1,0.25,0,8.22,0.131,0.0,0,0,3.79,0.805,30.34,1
161,42,South,45,M,1,145,1,3,143.92,49.29,42.4,114.84,0.504,0.491,190,1349,0,0,9,2,0.329,0.282,0.336,0.053,1,0.333,2,,0.35,0.155,8,2,4.2,0.693,9.91,1
162,33,North,17,M,1,121,2,3,284.53,89.44,78.89,148.49,0.454,0.54,60,515,3,1,6,1,0.161,0.067,0.335,0.437,0,0.0,1,9.1,0.65,0.207,0,1,2.2,0.907,64.48,1
163,45,North,1,F,1,5,1,0,0.0,56.61,49.01,95.09,0.345,0.394,130,30,0,0,6,1,0.204,0.292,0.384,0.12,1,1.0,1,,0.178,0.0,0,1,3.16,0.779,0.0,0
164,51,North,1,M,0,0,0,0,0.0,43.22,46.18,92.33,0.379,0.374,219,30,0,0,4,1,0.276,0.432,0.159,0.133,1,1.0,1,4.09,,,4,0,2.25,0.771,0.0,1
165,27,East,10,M,0,564,2,7,419.94,64.57,75.05,97.99,0.593,0.612,33,295,6,2,7,1,0.139,0.293,0.402,0.166,1,0.143,1,10.0,,,3,3,1.34,0.961,97.01,1
166,37,North,34,F,0,0,0,0,0.0,55.52,48.66,80.16,0.358,0.479,154,1014,0,0,4,2,0.126,0.438,0.196,0.24,2,1.0,0,7.32,,,0,1,2.58,0.851,0.0,0
167,37,East,16,M,1,442,2,5,358.4,67.33,61.86,136.34,0.403,0.497,85,491,4,1,4,1,0.372,0.182,0.252,0.193,1,0.2,4,4.42,0.544,0.274,4,0,4.23,0.736,72.73,0
168,45,East,30,F,0,384,1,5,469.56,95.23,96.15,126.54,0.252,0.333,110,886,0,0,3,1,0.256,0.027,0.55,0.166,3,0.6,1,7.31,,,0,1,3.82,0.767,85.38,0
169,47,West,44,M,1,0,0,2,100.48,47.73,75.3,78.87,0.282,0.437,123,1313,1,0,3,1,0.379,0.255,0.271,0.095,4,1.0,3,5.25,0.458,0.14,4,1,4.36,0.773,0.0,1
170,33,East,11,M,1,0,0,0,0.0,44.11,40.53,75.7,0.6,0.725,87,324,1,0,6,1,0.198,0.167,0.477,0.158,2,1.0,1,6.15,0.352,0.013,0,0,2.19,0.748,0.0,1
171,22,West,30,F,1,211,0,0,0.0,9.37,17.08,35.45,0.518,0.57,206,892,0,0,7,1,0.385,0.369,0.146,0.1,0,0.0,2,10.0,0.302,0.003,0,2,2.82,1.0,3.41,0
172,52,North,30,F,1,0,0,0,0.0,43.2,41.78,68.71,0.314,0.336,105,914,1,1,0,1,0.391,0.072,0.211,0.326,2,1.0,2,,0.58,0.239,0,0,3.72,0.697,0.0,0
173,26,East,14,M,1,0,1,0,0.0,40.03,35.71,45.53,0.325,0.505,178,410,0,0,2,1,0.303,0.231,0.226,0.241,3,1.0,3,2.32,0.425,0.078,0,2,5.14,0.534,0.0,1
174,43,North,40,F,1,50,0,3,304.87,94.47,83.84,103.43,0.372,0.483,163,1208,0,0,1,1,0.129,0.561,0.162,0.147,3,1.0,2,,0.186,0.015,2,1,4.05,0.786,,1
175,38,East,21,M,1,52,1,0,0.0,61.23,58.8,97.37,0.382,0.405,96,616,2,1,4,1,0.245,0.32,0.176,0.258,3,,3,2.39,0.472,0.077,2,5,4.46,0.493,0.0,0
176,41,South,19,F,0,0,1,0,0.0,71.36,78.15,120.49,0.407,0.391,104,582,2,1,5,1,0.282,0.349,0.134,0.235,2,1.0,1,,,,0,1,4.34,0.678,0.0,0
177,59,East,49,F,0,269,0,4,272.03,69.9,62.94,76.38,0.387,0.325,128,1480,0,0,6,1,0.204,0.22,0.287,0.288,3,0.75,4,,,,0,2,4.04,0.473,0.31,0
178,76,South,30,F,1,80,1,4,371.07,102.86,103.63,146.5,0.218,0.204,127,908,0,0,11,1,0.399,0.282,0.208,0.111,1,0.25,1,6.15,0.257,0.0,0,2,4.62,0.708,56.29,0
179,20,North,35,M,1,347,1,5,205.87,45.0,38.17,110.66,0.365,0.391,71,1053,3,2,3,1,0.403,0.184,0.266,0.147,3,0.6,3,3.62,0.594,0.22,0,0,5.58,0.561,12.9,1
180,51,East,40,F,1,690,2,11,1241.67,122.98,119.64,153.55,0.225,0.342,33,1208,6,1,6,1,0.079,0.512,0.139,0.27,1,0.091,0,9.11,0.633,0.192,1,1,3.29,0.82,,0
181,38,West,16,F,1,111,1,3,259.35,91.83,79.71,112.04,0.306,0.406,47,486,3,1,3,1,0.209,0.366,0.282,0.144,1,0.333,1,6.77,0.65,0.227,1,0,3.53,0.767,47.87,0
182,52,North,39,M,1,112,0,0,0.0,44.1,62.65,82.9,0.36,0.423,130,1170,0,0,3,1,0.389,0.209,0.183,0.219,0,0.0,1,7.02,0.24,0.006,0,0,1.4,0.871,21.56,0
183,51,West,18,F,0,0,0,0,0.0,32.41,34.86,82.79,0.346,0.426,205,539,0,0,9,1,0.247,0.209,0.342,0.201,3,1.0,1,3.7,,,1,2,4.0,0.63,0.0,1
184,56,North,17,F,1,321,2,4,309.63,71.73,69.12,100.55,0.411,0.422,0,524,7,4,8,1,0.293,0.249,0.31,0.148,3,0.75,2,5.44,0.727,0.395,4,7,3.1,0.673,87.62,0
185,43,East,21,F,1,0,1,0,0.0,50.39,60.72,109.45,0.476,0.46,95,622,0,0,4,2,0.47,0.134,0.369,0.027,1,1.0,1,5.4,0.386,0.088,0,3,3.75,0.872,0.0,0
186,29,West,17,M,1,0,0,1,72.54,68.92,68.2,118.31,0.224,0.263,161,496,1,0,8,3,0.557,0.169,0.016,0.258,0,0.0,1,10.0,0.343,0.0,0,0,2.19,1.0,61.78,1
187,51,North,34,M,1,478,1,9,583.99,65.16,68.83,139.78,0.214,0.313,118,1016,2,0,9,2,0.367,0.123,0.429,0.081,0,0.0,2,7.8,0.438,0.155,2,1,3.59,0.859,109.81,0
188,41,South,27,M,0,419,0,2,153.07,77.7,90.2,84.07,0.6,0.652,94,816,3,0,4,2,0.555,0.257,0.096,0.092,1,0.5,2,5.09,,,1,2,4.23,0.691,36.55,0
189,37,South,18,F,0,22,0,1,29.43,29.87,41.66,41.64,0.6,0.685,151,543,0,0,5,2,0.308,0.223,0.193,0.277,2,1.0,4,,,,0,0,5.15,0.559,0.0,1
190,34,South,32,M,1,50,0,2,93.19,48.93,39.78,80.56,0.571,0.623,109,963,1,0,2,1,0.531,0.126,0.167,0.177,3,1.0,2,,0.902,0.315,3,5,4.54,0.752,0.0,1
191,52,East,21,M,1,81,1,1,78.06,76.4,76.5,89.62,0.333,0.318,95,621,2,0,2,1,0.351,0.22,0.235,0.194,2,1.0,0,8.23,0.749,0.325,0,0,2.35,0.817,5.13,0
192,59,East,20,F,1,0,1,0,0.0,77.29,87.51,148.77,0.443,0.508,133,602,0,0,9,1,0.217,0.434,0.321,0.028,0,0.0,0,9.1,0.22,0.0,2,4,2.99,0.955,48.29,1
193,25,West,25,F,0,81,0,0,0.0,34.07,25.42,78.73,0.33,0.361,164,738,1,0,6,1,0.509,0.093,0.27,0.129,0,,1,7.66,,,0,1,3.76,0.854,5.76,0
194,47,North,30,M,1,163,0,0,0.0,49.06,46.99,82.46,0.6,0.704,88,887,1,0,7,1,0.485,0.198,0.122,0.195,1,1.0,0,7.11,,0.223,0,1,3.58,0.75,0.0,1
195,35,East,29,F,0,0,0,0,0.0,41.31,38.95,112.38,0.305,0.276,267,860,0,0,3,1,0.166,0.21,0.488,0.137,0,0.0,1,7.22,,,0,1,2.59,0.858,0.0,1
196,22,South,20,M,0,0,1,0,0.0,59.04,63.05,104.9,0.447,0.574,108,589,2,0,4,1,0.442,0.147,0.245,0.167,2,1.0,0,,,,1,1,3.28,0.777,0.0,1
197,41,West,34,F,1,0,0,3,130.97,40.6,47.02,76.42,0.264,0.252,176,1025,0,0,10,1,0.265,0.473,0.086,0.176,3,1.0,2,4.63,0.327,0.0,0,0,3.79,0.789,0.0,1
198,30,North,21,M,0,0,1,1,80.67,77.27,86.47,101.64,0.566,0.602,202,640,0,0,2,1,0.209,0.161,0.225,0.406,2,1.0,2,5.52,,,3,2,4.08,0.731,0.0,1
199,21,West,16,F,1,308,0,3,102.85,34.75,35.41,85.87,0.236,0.212,109,484,0,0,7,1,0.06,0.354,0.202,0.384,2,0.667,2,5.47,0.45,0.0,0,0,3.42,0.563,0.0,0
200,30,South,6,F,1,0,0,0,0.0,36.21,27.89,86.66,0.6,0.701,173,192,0,0,8,2,0.272,0.256,0.289,0.183,4,1.0,0,,0.308,0.1,4,1,3.27,0.737,0.0,1
201,27,East,36,M,1,185,0,4,389.52,94.27,91.43,147.91,0.285,0.279,142,1074,0,0,4,1,0.138,0.304,0.275,0.283,0,0.0,1,8.55,0.383,0.148,2,0,3.38,0.759,50.2,1
202,32,South,24,M,1,0,0,0,0.0,49.25,40.78,105.37,0.336,0.359,166,724,0,0,2,1,0.364,0.16,0.177,0.298,0,0.0,1,9.54,0.218,0.0,2,2,2.88,0.992,20.15,1
203,24,West,27,M,1,675,2,10,814.68,90.11,84.66,159.13,0.529,0.63,30,796,7,2,7,1,0.191,0.279,0.455,0.075,1,0.1,2,6.57,,0.407,6,6,6.29,0.64,150.73,0
204,35,East,37,F,0,526,1,7,576.54,81.17,86.85,104.61,0.186,0.21,40,1096,8,3,8,1,0.236,0.455,0.003,0.306,1,0.143,1,8.73,,,6,2,4.24,0.725,137.67,0
205,31,East,18,F,0,0,0,1,36.4,37.19,25.71,121.92,0.327,0.373,163,548,0,0,5,1,0.393,0.257,0.131,0.219,0,0.0,1,9.78,,,3,0,1.64,1.0,1.92,1
206,44,East,8,M,1,169,1,1,32.68,30.4,25.97,106.4,0.599,0.679,82,225,4,2,3,1,0.209,0.211,0.354,0.226,0,0.0,0,8.35,0.69,0.314,3,3,2.82,0.875,52.09,0
207,47,South,25,F,1,0,1,0,0.0,44.75,51.87,119.09,0.381,0.449,132,745,0,0,5,1,0.115,0.465,0.291,0.128,2,1.0,0,,0.306,0.061,1,2,3.36,0.917,0.0,0
208,43,North,28,M,0,0,2,0,0.0,83.4,88.88,119.28,0.324,0.385,120,831,3,0,3,1,0.194,0.326,0.271,0.209,3,1.0,2,5.16,,,4,2,3.07,0.832,20.29,0
209,37,West,21,M,0,85,1,1,77.8,73.56,67.15,99.28,0.335,0.356,112,625,2,1,4,1,0.572,0.197,0.215,0.016,1,1.0,1,7.71,,,0,3,3.15,0.846,0.0,1
210,36,South,42,M,1,223,2,5,429.93,88.91,81.71,131.01,0.339,0.369,80,1251,2,1,10,4,0.325,0.27,0.328,0.078,3,0.6,2,,0.3,0.132,0,3,4.4,0.706,98.87,0
211,29,West,1,M,0,239,1,1,82.21,75.31,87.91,120.98,0.359,0.431,51,30,5,3,5,1,0.252,0.199,0.315,0.234,0,0.0,3,4.8,,,4,2,5.03,0.537,31.63,1
212,30,East,37,F,1,324,1,2,121.08,64.11,67.11,121.26,0.271,0.306,90,1123,2,1,7,1,0.305,0.248,0.227,0.22,1,0.5,2,,0.447,0.104,0,0,4.65,0.824,65.88,1
213,48,South,33,M,1,59,1,0,0.0,90.53,84.03,127.25,0.358,0.421,96,1005,3,0,5,1,0.227,0.184,0.35,0.239,3,,3,1.83,0.48,0.022,0,1,6.11,0.436,0.0,1
214,18,East,29,F,0,0,1,2,152.97,70.68,70.35,129.11,0.302,0.256,148,884,0,0,4,1,0.427,0.092,0.315,0.166,2,1.0,0,,,,0,2,2.88,0.936,0.0,0
215,39,East,1,M,1,0,0,0,0.0,38.51,47.2,71.56,0.335,0.384,152,30,0,0,4,1,0.434,0.091,0.241,0.234,0,0.0,0,9.35,0.36,0.0,0,3,2.26,0.996,25.41,1
216,36,East,39,F,1,0,0,1,59.81,58.27,51.12,99.23,0.405,0.482,165,1182,0,0,3,1,0.137,0.332,0.23,0.3,3,1.0,2,6.03,0.156,0.0,0,0,2.98,0.687,0.0,1
217,47,West,12,F,1,4,0,2,79.2,37.72,30.4,92.17,0.6,0.683,183,350,0,0,6,2,0.414,0.063,0.209,0.315,3,1.0,3,5.05,0.497,0.09,0,2,4.27,0.682,0.0,1
218,22,North,18,M,1,0,0,0,0.0,33.16,34.92,75.59,0.502,0.541,153,537,0,0,8,1,0.334,0.238,0.172,0.256,2,1.0,2,5.44,0.21,0.0,1,0,4.09,0.738,0.0,1
219,40,West,22,M,0,98,0,0,0.0,69.06,58.25,95.55,0.376,0.442,86,659,1,0,1,1,0.139,0.33,0.239,0.292,2,1.0,2,,,,0,2,3.22,0.73,0.0,1
220,44,South,29,M,1,209,1,3,260.99,85.94,80.55,107.9,0.33,0.35,70,867,5,3,4,1,0.421,0.283,0.114,0.182,0,0.0,2,7.28,0.763,0.26,2,4,3.98,0.868,84.56,0
221,18,West,32,M,0,627,2,8,896.6,106.27,102.79,167.57,0.331,0.452,9,950,6,3,11,2,0.431,0.057,0.235,0.277,2,0.25,0,7.37,,,2,3,4.08,0.858,193.36,0
222,27,North,35,M,1,47,0,0,0.0,17.78,5.0,67.7,0.372,0.405,182,1041,0,0,4,2,0.35,0.186,0.368,0.096,3,,1,5.88,0.306,0.03,0,2,2.73,0.745,0.0,1
223,38,North,34,F,1,175,1,3,181.29,56.45,57.11,124.19,0.224,0.338,107,1014,1,0,3,1,0.519,0.203,0.183,0.095,2,0.667,0,8.45,0.555,0.114,2,0,1.94,0.856,39.22,1
224,46,East,27,F,0,367,0,2,68.13,34.74,39.64,97.64,0.336,0.38,79,811,3,0,1,2,0.236,0.196,0.407,0.161,2,1.0,1,7.15,,,5,4,1.84,0.881,,0
225,42,South,29,M,0,0,0,0,0.0,60.5,76.11,94.87,0.467,0.459,82,870,1,0,3,2,0.517,0.177,0.222,0.083,1,1.0,2,,,,4,0,4.64,0.655,0.0,1
226,46,West,11,M,1,0,2,0,0.0,97.86,102.63,157.99,0.29,0.329,113,327,1,0,5,2,0.405,0.034,0.146,0.415,0,0.0,0,8.27,0.45,0.073,3,0,1.73,0.968,54.84,0
227,27,North,15,M,1,0,0,0,0.0,40.71,32.5,87.76,0.337,0.337,201,450,0,0,7,1,0.512,0.127,0.263,0.098,2,1.0,2,3.5,0.253,0.0,1,0,3.92,0.631,0.0,1
228,20,North,35,M,1,184,1,1,15.08,15.14,11.53,52.87,0.314,0.35,143,1042,0,0,8,1,0.25,0.323,0.11,0.317,3,1.0,2,5.82,0.452,0.168,0,4,3.38,0.721,0.0,1
229,41,North,34,M,0,232,1,0,0.0,34.73,49.62,127.73,0.448,0.447,105,1021,1,0,4,1,0.474,0.224,0.23,0.071,1,1.0,0,8.47,,,1,1,3.62,0.883,7.61,0
230,25,North,33,F,1,275,1,5,429.95,78.78,82.41,165.7,0.233,0.271,107,981,0,0,8,1,0.324,0.236,0.106,0.333,3,0.6,0,,0.23,0.106,0,0,2.97,0.714,52.35,0
231,29,East,18,M,1,0,1,0,0.0,46.2,54.58,99.2,0.312,0.411,133,535,0,0,5,1,0.049,0.35,0.219,0.382,1,1.0,0,6.42,0.505,0.15,1,0,3.19,0.804,0.0,1
232,51,South,35,F,0,194,0,2,166.09,77.4,72.81,100.4,0.279,0.401,138,1048,0,0,5,1,0.356,0.226,0.271,0.147,1,0.5,1,6.79,,,0,0,2.47,0.859,25.61,1
233,42,South,10,F,1,332,1,4,240.83,60.62,58.89,91.05,0.422,0.441,152,302,1,0,11,1,0.429,0.15,0.251,0.17,1,0.25,1,6.61,0.485,0.018,6,4,3.53,0.742,,1
234,33,North,37,F,1,0,0,0,0.0,58.76,58.21,87.93,0.495,0.581,239,1108,0,0,0,1,0.407,0.173,0.205,0.215,0,0.0,2,7.01,0.0,0.0,0,0,3.33,0.827,0.0,1
235,31,North,21,M,1,98,2,3,248.24,77.99,85.35,134.27,0.16,0.286,98,626,3,2,0,1,0.295,0.306,0.28,0.119,2,0.667,3,5.28,0.318,0.15,2,1,4.54,0.752,39.92,1
236,47,North,44,M,1,393,1,9,353.39,40.17,36.74,87.85,0.6,0.592,61,1326,3,2,8,2,0.242,0.348,0.325,0.085,0,0.0,3,6.76,0.452,0.225,2,2,4.81,0.721,51.35,0
237,42,East,6,M,1,0,0,3,109.49,36.64,41.46,70.39,0.457,0.421,174,172,0,0,7,2,0.27,0.254,0.286,0.19,0,0.0,1,9.55,0.327,0.064,3,0,1.61,1.0,10.31,1
238,25,East,45,F,1,179,0,1,52.35,52.05,52.05,133.38,0.569,0.549,124,1355,0,0,11,2,0.249,0.186,0.44,0.125,2,1.0,4,3.78,,0.196,3,2,4.91,0.696,0.0,1
239,18,East,20,F,1,82,0,2,92.03,45.05,35.34,76.45,0.249,0.297,169,590,0,0,5,1,0.33,0.228,0.138,0.304,2,1.0,1,,,0.107,1,1,3.29,0.945,0.0,1
240,62,West,19,F,1,219,1,4,333.17,80.87,80.84,158.14,0.203,0.144,94,583,2,0,8,1,0.155,0.312,0.406,0.127,2,0.5,1,5.84,0.55,0.138,3,0,3.79,0.717,,1
241,25,West,26,F,1,0,0,1,49.7,47.97,56.8,111.39,0.392,0.5,147,790,0,0,5,1,0.147,0.358,0.348,0.147,3,1.0,2,4.8,0.444,0.039,0,3,4.29,0.682,0.0,1
242,46,South,16,F,0,0,0,0,0.0,45.9,45.95,98.78,0.462,0.401,119,469,1,0,7,2,0.349,0.217,0.089,0.346,2,1.0,1,,,,0,0,3.65,0.706,0.0,1
243,58,South,23,F,1,343,1,3,179.77,,59.86,86.91,0.453,0.503,69,694,4,1,4,1,0.205,0.273,0.36,0.163,2,0.667,0,,0.505,0.325,1,1,3.61,0.867,51.83,0
244,41,West,15,F,1,436,2,6,432.41,66.48,77.87,138.57,0.198,0.264,79,454,4,3,7,1,0.376,0.145,0.269,0.21,2,0.333,1,8.58,0.544,0.246,2,2,2.99,0.936,64.34,0
245,32,East,16,F,1,103,0,1,44.77,42.02,45.14,121.48,0.563,0.648,156,468,0,0,1,1,0.169,0.423,0.126,0.282,0,0.0,0,10.0,,0.033,2,0,2.24,0.985,0.0,1
246,22,South,30,F,1,204,1,2,121.36,67.37,56.32,112.09,0.6,0.706,120,895,0,0,4,1,0.413,0.279,0.26,0.048,0,0.0,1,10.0,0.556,0.182,0,0,3.08,1.0,,0
247,22,East,13,M,1,116,1,0,0.0,,47.13,114.39,0.36,0.492,105,395,2,0,1,1,0.448,0.056,0.363,0.133,1,1.0,2,6.6,0.518,0.262,7,2,2.46,0.838,0.0,1
248,44,West,15,M,1,30,0,0,0.0,41.19,43.34,83.16,0.341,0.411,110,443,1,0,3,2,0.394,0.091,0.283,0.232,3,1.0,2,5.4,0.513,0.241,5,3,3.67,0.686,0.0,1
249,57,West,8,M,1,0,1,0,0.0,,97.25,165.47,0.571,0.592,139,226,0,0,4,2,0.079,0.488,0.342,0.091,2,1.0,1,7.29,0.245,0.0,3,0,2.75,0.797,0.0,0
250,35,South,18,M,0,248,2,3,152.81,50.91,55.0,71.94,0.447,0.507,71,539,4,2,7,1,0.32,0.204,0.152,0.324,1,0.333,1,,,,3,0,3.54,0.786,,0
251,33,West,40,F,1,0,0,0,0.0,,59.89,120.97,0.498,0.567,136,1192,0,0,10,2,0.218,0.342,0.25,0.19,1,1.0,0,,0.464,0.022,1,1,3.25,0.796,0.0,1
252,48,West,14,M,0,0,0,0,0.0,83.35,81.66,93.73,0.197,0.259,110,415,3,2,8,2,0.109,0.265,0.02,0.607,2,1.0,3,4.04,,,0,1,6.04,0.65,15.83,1
253,31,North,15,M,1,1256,2,19,2042.4,112.55,112.66,129.15,0.15,0.176,14,457,7,4,15,1,0.26,0.057,0.387,0.295,1,0.053,1,10.0,0.926,0.459,6,2,1.0,1.0,249.34,0
254,43,West,26,F,1,146,0,2,180.14,94.61,100.96,113.42,0.527,0.638,91,790,3,1,0,2,0.24,0.325,0.245,0.19,1,0.5,1,8.79,0.557,0.088,3,6,3.68,0.914,81.34,1
255,40,West,20,M,1,37,0,0,0.0,37.14,31.67,77.42,0.53,0.561,159,587,0,0,2,1,0.429,0.244,0.069,0.258,3,,4,3.59,0.432,0.013,6,3,5.3,0.588,0.0,1
256,35,North,51,F,1,0,0,0,0.0,42.81,42.24,65.14,0.302,0.346,211,1522,0,0,5,1,0.28,0.323,0.259,0.138,0,0.0,1,5.14,0.218,0.0,5,0,3.96,0.728,11.45,1
257,39,East,22,F,1,436,2,5,324.71,63.93,65.92,86.41,0.554,0.562,25,661,4,1,11,1,0.248,0.217,0.255,0.28,2,0.4,1,9.11,0.654,0.384,3,2,3.5,0.778,123.73,0
